phrases,tags
Why do we need to verify a top-up card?,verify_top_up
"I want to reactivate my card, I found it after thinking it was lost.",card_linking
My ATM withdrawal was cancelled,declined_cash_withdrawal
Is there a reason my new card hasn't arrived?,card_arrival
I need to make multiple disposable cards in a day.,disposable_card_limits
Where can I find a list of descriptions the disposable cards have?,disposable_card_limits
Is there a way to undo a transaction?,cancel_transfer
How can I find out where the funds are flow?,verify_source_of_funds
how do I find the code to verify the top up card?,verify_top_up
"Hello, I wanted to get some more information about ATM Withdraw Fee. I have been withdrawing money for years and notice this charge on my account. I always thought it was no fee since its you guys ATM company that I am withdrawing. Can you please explain?",cash_withdrawal_charge
When I got cash the exchange rate was wrong,wrong_exchange_rate_for_cash_withdrawal
Do I have to verify the top-up?,verify_top_up
Can I top-up any amount I wish on any given day?,top_up_limits
Why am I not allowed to transfer money to my cryptocurrency exchange?,beneficiary_not_allowed
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,wrong_amount_of_cash_received
"I found my card, am I able to put it back into the app?",card_linking
"Hello, I noticed there is a payment from my card to a business that I am not familiar with. I definitely did not make this payment.",card_payment_not_recognised
"I'm interested in using fiat currencies, which do you support?",fiat_currency_support
"While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back?",pin_blocked
I don't have a PIN at this point.,get_physical_card
Where is the cash deposit I made?,balance_not_updated_after_cheque_or_cash_deposit
Is the identity check part of bank policy?,why_verify_identity
Tell me how to delete my account.,terminate_account
At what age can I open an account?,age_limit
I lost my card. Can you help me?,lost_or_stolen_card
How do I verify the top-up card?,verify_top_up
My transfer's stuck on pending.,pending_transfer
I was double-charged for a transaction,transaction_charged_twice
There is a potentially fraudulent direct debit on my account.,direct_debit_payment_not_recognised
I only have a card from the US is that okay?,supported_cards_and_currencies
Have you sent out my card yet?,card_arrival
Did you revert my top up?,top_up_reverted
Why would you decline my card?,declined_card_payment
"I was charged extra when I made a cash withdraw, why?",cash_withdrawal_charge
I've been using my account while abroad for a while but only recently I've been charged a fee. Why am I only being charged a fee now.,transfer_fee_charged
Can you track my card for me?,card_arrival
Is there a way you can have money from a purchase I made refunded to my account.,request_refund
Remove my account immediately.,terminate_account
Should I order a new card before I freeze my original one?,compromised_card
How can I look at where my available cash is coming from?,verify_source_of_funds
What are the countries you have offices in?,country_support
Why is there a $1 charge on my statement?,extra_charge_on_statement
Can you walk me through how I can edit some of my personal information?,edit_personal_details
How much does top up fees cost?,top_up_by_card_charge
I transferred some funds but I don't see it,balance_not_updated_after_bank_transfer
"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",compromised_card
"I lost my card, what do I do now?",lost_or_stolen_card
"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning.",card_linking
Do I have to go to the bank to change my PIN?,change_pin
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,failed_transfer
The app is showing mt withdrawals that aren't  mine.,cash_withdrawal_not_recognised
I thought that transfers are free. Why was I charged an extra fee?,transfer_fee_charged
Would reinstalling the app solve the problem?,contactless_not_working
How do I dispute a direct debit on my account?,direct_debit_payment_not_recognised
"I just transferred some money into my account and do not see it updated yet, can you assist?",balance_not_updated_after_bank_transfer
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,Refund_not_showing_up
I can't do any business with this virtual card.,virtual_card_not_working
